RPTID,NAME,DATETIME_OF_INCIDENT,STATE,COUNTY,CITY,OFFSHORE,LAT_LONG_OFFSHORE,SYSTEM_INVOLVED,ITEM_INVOLVED,INSTALLATION_YEAR,CAUSE,CAUSE_DETAILS,PRPTY,COMM,TOTAL_BBLS,IGNITE_IND,EXPLODE_IND,PIPE_DIAMETER,MAX_OP_PRESSURE,PRESSURE_AT_TIME_INCIDENT,INCIDENT_AREA_TYPE,AREA_OF_CORROSION,CAUSE_OUTSIDE_FORCE,PREVENTATIVE,FATALITIES
19870016,SOHIO PIPELINE CO,19861214,LA,JEFFERSON, ,No, ,LINE PIPE,PIPE,0,FAILED WELD, ,0,CRUDE OIL,4,No,No,12,1100,750,BELOW GROUND,NO DATA,NO DATA,Null,0
19870017,COLONIAL PIPELINE CO,19861201,TN,MARION,WHITWELL,No, ,LINE PIPE,PIPE,1963,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,80000,KEROSENE,600,No,No,8,1318,1256,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19870018,AMOCO PIPELINE CO,19861225,IL,WILL,JOLIET,No, ,LINE PIPE,PIPE,1947,CORROSION,"CORROSION, EXTERNAL",150000,FUEL OIL,429,No,No,10,1090,890,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870019,SHELL OIL CO,19861230,OK,GARVIN,PAULS VALLEY,No, ,LINE PIPE,PIPE,1930,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,300000,CRUDE OIL,400,No,No,10,850,470,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870020,SOUTHERN PACIFIC PIPELINE CO,19861230,CA,CONTRA COSTA,MARTINEZ,No, ,LINE PIPE,PIPE,1965,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,0,JET FUEL,445,No,No,8,1440,900,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870021,CHEVRON PIPELINE CO,19870119,TX,JEFFERSON,BEAUMONT,No, ,LINE PIPE,NO DATA,1924,CORROSION,"CORROSION, EXTERNAL",0,CRUDE OIL,150,No,No,10,200,0,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870022,FOUR CORNERS PIPELINE CO,19861226,CA,KERN, ,No, ,LINE PIPE,PIPE,1924,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,35000,CRUDE OIL,380,No,No,10,520,70,BELOW GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19870023,WILLIAMS PIPELINE CO,19861216,OK,KAY,PONCA,No, ,TANK FARM,BOLTED FITTING,1968,OTHER,PIPE IN DRESSER COUPLING,0,GASOLINE,126,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870024,AMERICAN PETROFINA PIPE LINE CO,19861231,TX,RUNNELS,BALLINGER,No, ,LINE PIPE,PIPE,1928,CORROSION,"CORROSION, EXTERNAL",40000,CRUDE OIL,110,No,No,10,1060,850,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870025,MOBIL OIL CORP,19861204,TX,HARDIN, ,No, ,LINE PIPE,PIPE,1917,CORROSION,"CORROSION, EXTERNAL",45000,NATURAL GAS LIQUID,850,No,No,8,580,630,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870028,D - S PIPELINE CORP,19861211,TX,HASKELL, ,No, ,LINE PIPE,PIPE,1927,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,14000,OIL AND GASOLINE,1800,No,No,10,480,178,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870030,TEXAS PIPELINE CO,19861213,TX,MCLENNAN,WACO,No, ,LINE PIPE,PIPE,1948,OTHER,DAMAGE BY OTHERS,1500,DIESEL FUEL,2092,No,No,10,1170,500,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870031,EXXON PIPELINE CO,19861226,TX,PECOS, ,No, ,LINE PIPE,PIPE,1972,CORROSION,"CORROSION, INTERNAL",3600,CRUDE OIL,320,No,No,12,965,800,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870032,EXXON PIPELINE CO,19861224,TX,ATASCOSA, ,No, ,PUMPING STATION,OTHER,1985,OTHER,INSUFFICIENT SURFACE AREA,63300,CRUDE OIL,1300,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870033,SHELL OIL CO,19861218,CA,KERN,BAKERSFIELD,No, ,LINE PIPE,PIPE,1937,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,5250,CRUDE OIL,120,No,No,6,1440,0,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870034,GULF CENTRAL PIPELINE CO,19870204,MO, ,LOUISIANA,No, ,TANK FARM,VALVE,1986,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,0,ANHYDROUS AMMONIA,2,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870035,EXXON PIPELINE CO,19870202,TX,REAGAN, ,No, ,LINE PIPE,PIPE,1927,CORROSION,"CORROSION, EXTERNAL",2500,CRUDE OIL,1700,No,No,8,741,50,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870036,JAYHAWK PIPELINE CORP,19870123,KS,OSBORNE, ,No, ,LINE PIPE,PIPE,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,15000,CRUDE OIL,1600,No,No,10,1300,1160,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870037,CHEVRON PIPELINE CO,19870212,TX,FREESTONE,WORTHAM,No, ,TANK FARM,NO DATA,0,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,0,GASOLINE,300,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870038,MOBIL PIPELINE CO,19870108,KS,BUTLER,BENTON,No, ,LINE PIPE,PIPE,1953,CORROSION,"CORROSION, INTERNAL",1650,CRUDE OIL,60,No,No,10,720,100,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870039,MID - CONTINENT PIPELINE CO,19870203,OK,CARTER, ,No, ,LINE PIPE,PIPE,0,OUTSIDE FORCE DAMAGE, ,1000,CRUDE OIL,150,No,No,4,400,0,NO DATA,NO DATA,NO DATA,Yes,0
19870040,FOUR CORNERS PIPELINE CO,19870106,CA,KERN, ,No, ,LINE PIPE,PIPE,1952,CORROSION,"CORROSION, EXTERNAL",6000,CRUDE OIL,0,No,No,8,724,400,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870041,FOUR CORNERS PIPELINE CO,19870108,CA,LOS ANGELES,LAKEWOOD,No, ,LINE PIPE,PIPE,1928,CORROSION,"CORROSION, INTERNAL",30000,CRUDE OIL,7,No,No,10,720,520,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870042,EXXON PIPELINE CO,19870223,TX,CRANE, ,No, ,TANK FARM,TANK,1927,OTHER,ROOF DRAIN HOSE BROKE APA,3690,CRUDE OIL,125,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870043,AMOCO PIPELINE CO,19870101,TX,HARRIS,HOUSTON,No, ,NO DATA,VALVE,0,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,CRUDE OIL,500,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870044,SHELL OIL CO,19870201,CA,KERN,WASCO,No, ,LINE PIPE,VALVE,1970,OTHER,GASKET FAILURE,13000,CRUDE OIL,345,No,No,14,1170,747,BELOW GROUND,NO DATA,NO DATA,Yes,0
19870045,SHELL PIPE LINE CORP,19870203,TX,UPTON,MCCAMEY,No, ,LINE PIPE,PIPE,1920,CORROSION,"CORROSION, EXTERNAL",3000,CRUDE OIL,825,No,No,6,850,450,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870046,SHELL PIPE LINE CORP,19861220,LA, , ,Yes,"X-2792608, Y-167094",LINE PIPE,PIPE,1969,OTHER,DAMAGE BY OTHERS,1108000,CRUDE OIL,90,No,No,8,1440,300,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Null,0
19870047,SHELL PIPE LINE CORP,19870214,NM,LEA,MONUMENT,No, ,PUMPING STATION,PIPE,1936,CORROSION,"CORROSION, INTERNAL",3650,CRUDE OIL,695,No,No,6,600,325,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870048,SHELL PIPE LINE CORP,19870208,LA,PLAQUEMINES,PILOTTOWN,No, ,PUMPING STATION,LONGITUDINAL WELD,1958,OTHER,VIBRATION,62400,CRUDE OIL,110,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870049,SCURLOCK OIL CO,19870201,TX,SMITH, ,No, ,LINE PIPE,PIPE,0,CORROSION,"CORROSION, EXTERNAL",3000,CRUDE OIL,100,No,No,8,720,100,BELOW GROUND,EXTERNAL,DAMAGE BY NATURAL FORCES,Null,0
19870050,MOBIL PIPELINE CO,19870122,TX,NUECES, ,No, ,LINE PIPE,PIPE,1941,CORROSION,"CORROSION, EXTERNAL",1600,GASOLINE,71,No,No,6,806,150,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870051,CHEVRON PIPELINE CO,19870228,TX,PALO PINTO, ,No, ,LINE PIPE,PIPE,1929,CORROSION,"CORROSION, EXTERNAL",0,GASOLINE,400,No,No,8,900,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870052,EXXON PIPELINE CO,19870213,TX,MONTGOMERY, ,No, ,LINE PIPE,PIPE,1932,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,38000,CRUDE OIL,2200,No,No,8,700,125,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,No,0
19870053,KANEB PIPELINE CO,19870206,KS,BUTLER, ,No, ,LINE PIPE,TANK,1954,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,GASOLINE,466,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870054,AMOCO PIPELINE CO,19870202,MO,CASS,FREEMAN,No, ,LINE PIPE,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,75000,GASOLINE,2895,No,No,16,788,500,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870055,ARCO PIPE LINE CO,19870214,IL,LIVINGSTON, ,No, ,TANK FARM,OTHER,1980,OTHER,GASKET FAILURE IN SWIVEL,0,CRUDE OIL,550,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870056,CHEVRON PIPELINE CO,19870221,TX,NAVARRO,WORTHAM,No, ,LINE PIPE,PIPE,1929,CORROSION,"CORROSION, EXTERNAL",20000,GASOLINE,400,No,No,10,750,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870057,MOBIL PIPELINE CO,19870107,TX,JIM WELLS, ,No, ,LINE PIPE,PIPE,1941,CORROSION,"CORROSION, EXTERNAL",1350,GASOLINE,51,No,No,4,801,200,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870058,WYCO PIPE LINE CO,19870208,CO,ADAMS,DUPONT,No, ,TANK FARM,TANK,1948,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,0,FUEL OIL,557,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870059,CHEVRON PIPELINE CO,19870210,TX,LIBERTY, ,No, ,PUMPING STATION,PIPE,0,CORROSION,"CORROSION, EXTERNAL",5000,CRUDE OIL,290,No,No,0,0,0,NO DATA,EXTERNAL,NO DATA,Null,0
19870060,MOBIL PIPELINE CO,19870111,TX,JASPER, ,No, ,LINE PIPE,PIPE,1939,CORROSION,"CORROSION, EXTERNAL",7516,NATURAL GAS LIQUID,5,Yes,No,4,1440,500,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870061,BADGER PIPELINE CO,19870312,WI,DANE,STOUGHTON,No, ,LINE PIPE,PIPE,1954,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,60000,FUEL OIL,70,No,No,12,1800,680,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870062,MID - VALLEY PIPELINE CO,19870304,OH,ALLEN,LIMA,No, ,LINE PIPE,PIPE,1966,CORROSION,"CORROSION, EXTERNAL",15000,CRUDE OIL,5225,No,Null,22,860,830,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870063,TEXAS - NEW MEXICO PIPELINE CO,19870314,TX,HARRIS, ,No, ,LINE PIPE,PIPE,1937,FAILED PIPE, ,4000,CRUDE OIL,140,No,No,12,850,50,BELOW GROUND,NO DATA,NO DATA,Null,0
19870064,CHEVRON PIPELINE CO,19870325,TX,ECTOR, ,No, ,TANK FARM,TANK,0,OTHER,DAMAGE BY NATURAL FORCES,91000,CRUDE OIL,50,Yes,No,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19870065,AMOCO OIL CO,19870305,TX,TERRY, ,No, ,LINE PIPE,PIPE,1951,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,3500,CRUDE OIL,55,No,No,6,650,200,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870066,AMOCO OIL CO,19870220,MO,CASS,FREEMAN,No, ,LINE PIPE,OTHER,1923,OTHER,"COLLAR FAILURE, THREADS",25000,CRUDE OIL,285,No,No,12,695,680,BELOW GROUND,NO DATA,NO DATA,Null,0
19870067,FLORIDA POWER CORP,19870310,FL,PINELLAS, ,No, ,LINE PIPE,PIPE,1973,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,50000,CRUDE OIL,200,No,No,14,1080,800,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870068,AMBER PIPELINE CO,19861221,TX,TARRANT,COLLEYVILLE,No, ,LINE PIPE,GIRTH,0,FAILED WELD, ,68000,GASOLINE,1000,No,No,8,500,60,BELOW GROUND,NO DATA,NO DATA,Null,0
19870069,SHELL OIL CO,19870211,CA,KERN,SHAFTER,No, ,LINE PIPE,VALVE,1971,OTHER,GASKET FAILURE,30000,CRUDE OIL,400,No,No,14,1140,769,BELOW GROUND,NO DATA,NO DATA,Null,0
19870070,WILLIAMS PIPELINE CO,19870216,SD, ,SIOUX FALLS,No, ,TANK FARM,TANK,1950,CORROSION,"CORROSION, INTERNAL",4000000,GASOLINE,715,No,No,0,0,0,NO DATA,INTERNAL,NO DATA,Null,0
19870071,AMOCO OIL CO,19870310,WY,FREMONT, ,No, ,TANK FARM,TANK,1948,OTHER,WATER DRAIN LINE FAILED,750,CRUDE OIL,75,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870072,MOBIL PIPELINE CO,19870223,TX,TAYLOR,MERKEL,No, ,LINE PIPE,PIPE,1944,CORROSION,"CORROSION, EXTERNAL",27000,CRUDE OIL,358,No,No,12,825,350,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870073,TEXAS EASTERN PRODUCT PIPELINE CO,19870223,IL,WHITE, ,No, ,PUMPING STATION,OTHER,1979,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,57650,FUEL OIL,149,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870074,MOBIL PIPELINE CO,19870225,KS,BUTLER,AUGUSTA,No, ,LINE PIPE,PIPE,1937,CORROSION,"CORROSION, INTERNAL",2500,CRUDE OIL,60,No,No,8,413,70,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870075,TOTAL PIPELINE CORP,19870216,TX,ARCHER, ,No, ,LINE PIPE,PIPE,1940,CORROSION,"CORROSION, EXTERNAL",500,CRUDE OIL,359,No,No,6,300,0,BELOW GROUND,EXTERNAL,NO DATA,No,0
19870076,CHEVRON PIPELINE CO,19870412,TX,EL PASO, ,No, ,LINE PIPE,SCRAPER TRAP,0,OTHER,D RING SEAL FAILED,13500,DIESEL FUEL,700,No,No,0,1860,750,NO DATA,NO DATA,NO DATA,Null,0
19870077,TOTAL PIPELINE CORP,19870411,OK,KAY, ,No, ,LINE PIPE,PIPE,1925,CORROSION,"CORROSION, EXTERNAL",2000,CRUDE OIL,400,No,No,6,720,550,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870078,CHEVRON USA INC,19870305,HI,HONOLULU,EWA BEACH,No, ,LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",1000,GASOLINE,6000,No,No,8,1200,200,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870080,BLACK LAKE PIPELINE CO,19870309,LA,BIENVILLE, ,No, ,LINE PIPE,PIPE,1967,CORROSION,"CORROSION, EXTERNAL",40000,NATURAL GAS LIQUID,177,No,No,6,1245,650,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870081,AMOCO PIPELINE CO,19870404,WY,JOHNSON, ,No, ,LINE PIPE,PIPE,1958,CORROSION,"CORROSION, INTERNAL",35000,CRUDE OIL,180,No,No,12,695,0,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870082,AMOCO PIPELINE CO,19870316,OK,POTTAWATOMIE, ,No, ,LINE PIPE,PIPE,1918,CORROSION,"CORROSION, EXTERNAL",250,CRUDE OIL,6,No,No,6,690,600,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19870083,AMOCO PIPELINE CO,19870218,TX,HARRIS,HOUSTON,No, ,LINE PIPE,BOLTED FITTING,1987,OTHER,GASKET MISALIGNMENT,0,CRUDE OIL,1,No,No,10,300,50,BELOW GROUND,NO DATA,NO DATA,Null,0
19870084,AMOCO PIPELINE CO,19870306,TX,REAGAN, ,No, ,LINE PIPE,NO DATA,1966,CORROSION,"CORROSION, INTERNAL",200,CRUDE OIL,350,No,No,8,60,50,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870085,AMOCO PIPELINE CO,19870226,TX,IRION, ,No, ,LINE PIPE,PIPE,1953,CORROSION,"CORROSION, INTERNAL",500,CRUDE OIL,1900,No,No,16,800,500,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870086,AMOCO OIL CO,19870331,IA,MONONA,ONAWA,No, ,LINE PIPE,OTHER,1987,OTHER,OTHER,4500,DIESEL FUEL,300,No,No,0,0,0,NO DATA,NO DATA,OTHER,Null,0
19870090,CHEVRON PIPELINE CO,19870306,NM,VALENCIA, ,No, ,PUMPING STATION,OTHER,1964,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,9000,DIESEL FUEL,350,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870091,CHEVRON PIPELINE CO,19870327,TX,CRANE, ,No, ,NO DATA,PIPE,1973,CORROSION,"CORROSION, EXTERNAL",400,CRUDE OIL,60,No,No,4,840,160,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19870092,CHEVRON PIPELINE CO,19870402,TX,NAVARRO, ,No, ,LINE PIPE,PIPE,1929,CORROSION,"CORROSION, EXTERNAL",7000,DIESEL FUEL,80,No,No,10,675,640,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870093,EXXON PIPELINE CO,19870320,TX,HARRIS, ,No, ,LINE PIPE,WELDING FITTING,1968,FAILED WELD, ,25000,GASOLINE,1,No,No,10,1440,750,BELOW GROUND,NO DATA,NO DATA,Null,0
19870095,EXXON PIPELINE CO,19870320,TX,HARRIS, ,No, ,LINE PIPE,WELDING FITTING,1968,OTHER,"FAILED ""ASBESTOS-TYPE"" GA",19000,GASOLINE,1,No,No,8,1200,200,BELOW GROUND,NO DATA,NO DATA,Null,0
19870096,EXXON PIPELINE CO,19870401,TX,UPTON, ,No, ,LINE PIPE,PIPE,1927,CORROSION,"CORROSION, EXTERNAL",12360,CRUDE OIL,600,No,No,8,722,300,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870097,FINA OIL & CHEMICAL CO,19870313,TX,WICHITA,WICHITA FALLS,No, ,PUMPING STATION,OTHER,1983,OTHER,PUMP VIBRATION,15000,DIESEL FUEL,135,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870098,LAKEHEAD PIPE LINE CO INC,19870306,MN,CLEARWATER, ,No, ,LINE PIPE,PIPE,1954,FAILED WELD, ,70600,CRUDE OIL,500,No,No,26,762,760,BELOW GROUND,NO DATA,NO DATA,Null,0
19870099,MID - AMERICA PIPELINE CO (MAPCO),19870410,WY,SWEETWATER, ,No, ,LINE PIPE,NO DATA,1980,OTHER,DAMAGE BY OTHERS,391,NATURAL GAS LIQUID,11911,No,No,13,1820,1804,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Null,0
19870100,MID - AMERICA PIPELINE CO (MAPCO),19870416,MN,MARTIN, ,No, ,LINE PIPE,LONGITUDINAL WELD,1960,FAILED PIPE, ,314,L. P. G.,5374,No,No,9,1269,925,BELOW GROUND,NO DATA,NO DATA,Null,0
19870101,MID - AMERICA PIPELINE CO (MAPCO),19870404,IA,JOHNSON,IOWA CITY,No, ,PUMPING STATION,OTHER,1967,OTHER,EQUIPMENT FAILURE,0,L. P. G.,122000,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870102,MID - CONTINENT PIPELINE CO,19870413,OK,GARVIN,ELMORE CITY,No, ,PUMPING STATION,VALVE,0,OTHER,SUN PRESSURE,2000,CRUDE OIL,130,No,No,0,800,100,ABOVE GROUND,NO DATA,NO DATA,Null,0
19870103,MOBIL PIPELINE CO,19870312,TX,NAVARRO, ,No, ,LINE PIPE,WELDING FITTING,1958,FAILED WELD, ,238000,CRUDE OIL,2237,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870104,PLANTATION PIPE LINE CO,19870326,VA,CAROLINE, ,No, ,LINE PIPE,PIPE,1964,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,118000,JET FUEL,952,Yes,No,13,1080,168,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870105,SHELL PIPE LINE CORP,19870321,TX,YOAKUM,DENVER CITY,No, ,LINE PIPE,SCRAPER TRAP,1968,OTHER,O RING FAILURE,2260,CRUDE OIL,750,No,No,16,1440,1300,ABOVE GROUND,NO DATA,NO DATA,Null,0
19870106,SHELL PIPE LINE CORP,19870319,OH,ALLEN,LIMA,No, ,TANK FARM,TANK,1938,CORROSION,"CORROSION, EXTERNAL",65000,GASOLINE,223,No,No,0,0,0,NO DATA,EXTERNAL,NO DATA,Null,0
19870107,WILLIAMS PIPELINE CO,19870311,SD,MINNEHAHA,SIOUX FALLS,No, ,TANK FARM,WELDING FITTING,1950,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,500000,GASOLINE,200,No,No,10,275,0,ABOVE GROUND,NO DATA,NO DATA,Null,0
19870108,CHEVRON USA INC,19870303,HI,HONOLULU, ,No, ,LINE PIPE,PIPE,1960,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,1000,FUEL OIL,85,No,No,8,1610,600,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19870109,CHEVRON USA INC,19861210,HI,HONOLULU, ,No, ,LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",2000,FUEL OIL,1,No,No,8,1610,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870110,CHEVRON USA INC,19870201,HI,HONOLULU, ,No, ,LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",2000,DIESEL FUEL,1,No,No,8,1200,700,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19870111,WILLIAMS PIPELINE CO,19870408,SD,MINNEHAHA,SIOUX FALLS,No, ,LINE PIPE,PIPE,1946,OTHER,THE COATING HAD APPARENTL,250000,GASOLINE,25,No,No,8,1150,250,ABOVE GROUND,NO DATA,NO DATA,Null,0
19870112,WILLIAMS PIPELINE CO,19870409,KS,MIAMI, ,No, ,LINE PIPE,PIPE,1946,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,16000,GASOLINE,580,No,No,8,1150,244,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870113,PLANTATION PIPE LINE CO,19870501,VA,CHESTERFIELD, ,No, ,LINE PIPE,LONGITUDINAL WELD,1964,FAILED PIPE, ,110000,GASOLINE,1647,No,No,13,1080,1096,BELOW GROUND,NO DATA,NO DATA,Null,0
19870114,LAKEHEAD PIPE LINE CO INC,19870512,MI,ST CLAIR, ,No, ,LINE PIPE,PIPE,1969,CORROSION,"CORROSION, EXTERNAL",16200,CRUDE OIL,2,No,No,30,649,200,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870115,TOTAL PIPELINE CORP,19870416,OK,CARTER, ,Yes,SW1/2 18-4S-1W,TANK FARM,TANK,1960,OTHER,POWER FAILURE SHUTDN,7500,CRUDE OIL,18000,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870116,AMOCO PIPELINE CO,19870519,WY,PARK, ,No, ,PUMPING STATION,PUMP,1983,OTHER,PUMP PACKING & PLUNGER FA,850,CRUDE OIL,160,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870117,AMOCO PIPELINE CO,19870506,TX,HOCKLEY, ,No, ,LINE PIPE,TANK,0,OTHER,CHECK VALVE,0,CRUDE OIL,150,No,No,0,10,10,NO DATA,NO DATA,NO DATA,Null,0
19870118,MOBIL PIPELINE CO,19870404,TX,LIBERTY,EASTGATE,No, ,PUMPING STATION,VALVE,1961,OTHER,CRACK IN CHECK VALVE,5000,CRUDE OIL,130,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19870123,CHEVRON USA INC,19870513,HI,HONOLULU,PEARL CITY,No, ,LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",0,JET FUEL,2500,No,No,8,1200,700,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19870124,AMERICAN PETROFINA PIPE LINE CO,19870418,TX,ECTOR,ODESSA,No, ,LINE PIPE,PIPE,1927,OTHER,EXACT CAUSE IS UNDER IVES,0,CRUDE OIL,0,Yes,No,10,1000,0,BELOW GROUND,NO DATA,NO DATA,Null,0
19870125,AMOCO OIL CO,19870421,MO,JACKSON,SUGAR CREEK,No, ,LINE PIPE,PIPE,1973,OUTSIDE FORCE DAMAGE,LANDSLIDE,25000,GASOLINE,590,No,No,8,1440,1016,BELOW GROUND,NO DATA,LANDSLIDE,Null,0
19870126,TEXACO INC,19870512,OK,KAY, ,No, ,LINE PIPE,VALVE,0,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,200,CRUDE OIL,370,No,No,8,600,100,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19870127,SUN PIPELINE CO,19870417,NY,BROOME, ,No, ,LINE PIPE,PIPE,1930,CORROSION,"CORROSION, EXTERNAL",0,FUEL OIL,316,No,No,6,1200,1085,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19870128,ATLANTIC PIPELINE CORP,19870331,PA,DELAWARE,RIDLEY,No, ,LINE PIPE,PIPE,1955,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,10000,FUEL OIL,119,No,No,8,1753,7,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19870129,SUN PIPELINE CO,19870702,TX,GREGG,WHITE OAK,No, ,LINE PIPE,PIPE,1951,CORROSION,"CORROSION, INTERNAL",50,CRUDE OIL,532,No,No,8,600,25,BELOW GROUND,INTERNAL,NO DATA,Null,0
19870130,CONOCO INC,19870331,WY,NATRONA, ,No, ,LINE PIPE,LONGITUDINAL WELD,1963,FAILED PIPE, ,550000,GASOLINE,2172,No,No,8,1631,1525,BELOW GROUND,NO DATA,NO DATA,Null,0
